,querry_searched,ecommerce_website,product_name,product_price,product_rating,rating_count,poduct_image_url,product_url,reviews_count
11,Infinix hot 10,Flipkart,"Infinix Hot 12 Pro (Electric Blue, 64 GB)",9999.0,4.2,10747.0,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/p/r/-original-imaggsayg2hhshbg.jpeg?q=70,/infinix-hot-12-pro-electric-blue-64-gb/p/itma4cb88f2b0117?pid=MOBGGMHWKXUTMWGK&lid=LSTMOBGGMHWKXUTMWGKLRRPSC&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_36&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGGMHWKXUTMWGK.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,632
10,Infinix hot 10,Flipkart,"Infinix Hot 12 Pro (Halo White, 64 GB)",9999.0,4.2,10747.0,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/t/h/-original-imaggb58s5w5ubvx.jpeg?q=70,/infinix-hot-12-pro-halo-white-64-gb/p/itma4cb88f2b0117?pid=MOBGGMHWBGM2X5R3&lid=LSTMOBGGMHWBGM2X5R36QGSOI&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_35&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGGMHWBGM2X5R3.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,632
16,Infinix hot 10,Flipkart,"Infinix Hot 12 Pro (Lightsaber Green, 64 GB)",9999.0,4.2,10747.0,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/q/m/-original-imaggsay4k2pmbpy.jpeg?q=70,/infinix-hot-12-pro-lightsaber-green-64-gb/p/itma4cb88f2b0117?pid=MOBGGMHWTUSCKEJ5&lid=LSTMOBGGMHWTUSCKEJ5016HEM&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_41&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGGMHWTUSCKEJ5.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,632
19,Infinix hot 10,Flipkart,"Infinix Hot 11 2022 (Sunset Gold, 64 GB)",9999.0,4.2,17838.0,https://rukminim1.flixcart.com/image/312/312/l1ch4sw0/mobile/a/d/x/-original-imagcx87wrb7fcse.jpeg?q=70,/infinix-hot-11-2022-sunset-gold-64-gb/p/itm196d12b3f4f87?pid=MOBGCC7DGZAG4MFT&lid=LSTMOBGCC7DGZAG4MFTWJD9WV&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_44&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGCC7DGZAG4MFT.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"1,427"
21,Infinix hot 10,Flipkart,"Infinix Hot 11 2022 (Aurora Green, 64 GB)",9999.0,4.2,17838.0,https://rukminim1.flixcart.com/image/312/312/l1ch4sw0/mobile/f/t/n/-original-imagcx87hnxb3v2u.jpeg?q=70,/infinix-hot-11-2022-aurora-green-64-gb/p/itm196d12b3f4f87?pid=MOBGCC7DGYUQKZHM&lid=LSTMOBGCC7DGYUQKZHMK5NPSE&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_46&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGCC7DGYUQKZHM.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"1,427"
22,Infinix hot 10,Flipkart,"Infinix Hot 11 2022 (Polar Black, 64 GB)",9999.0,4.2,17838.0,https://rukminim1.flixcart.com/image/312/312/l1ch4sw0/mobile/i/l/l/-original-imagcx87bauqqbmq.jpeg?q=70,/infinix-hot-11-2022-polar-black-64-gb/p/itm196d12b3f4f87?pid=MOBGCC7DMK3JYRNS&lid=LSTMOBGCC7DMK3JYRNSKXM78W&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_47&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGCC7DMK3JYRNS.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"1,427"
23,Infinix hot 10,Flipkart,"Infinix Hot 7 (Aqua Blue, 64 GB)",9999.0,4.2,27093.0,https://rukminim1.flixcart.com/image/312/312/jxtakcw0/mobile/t/h/3/infinix-hot-7-x625c-original-imafg6wzxazgkf6v.jpeg?q=70,/infinix-hot-7-aqua-blue-64-gb/p/itmfhvqduy3nrcuu?pid=MOBFHVQDF8GUHTH3&lid=LSTMOBFHVQDF8GUHTH3AK9BBG&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_48&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBFHVQDF8GUHTH3.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"3,490"
25,Infinix hot 10,Flipkart,"Infinix Hot 8 (Cosmic Purple, 64 GB)",9999.0,4.5,260250.0,https://rukminim1.flixcart.com/image/312/312/k0463rk0/mobile/4/e/u/infinix-hot-8-x650c-original-imafjz7tbgqsc7jm.jpeg?q=70,/infinix-hot-8-cosmic-purple-64-gb/p/itm176568dde7f63?pid=MOBFJJJV9QB8P4EU&lid=LSTMOBFJJJV9QB8P4EURBGGNV&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_50&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBFJJJV9QB8P4EU.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"35,482"
12,Infinix hot 10,Flipkart,"Infinix Hot 12 Pro (Racing Black, 64 GB)",9999.0,4.2,10747.0,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/u/l/-original-imaggb58zhvmc5nj.jpeg?q=70,/infinix-hot-12-pro-racing-black-64-gb/p/itma4cb88f2b0117?pid=MOBGGMHWWGXZGMAG&lid=LSTMOBGGMHWWGXZGMAG8SITLY&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_37&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGGMHWWGXZGMAG.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,632
36,Infinix hot 10,Flipkart,"Infinix Hot 10 Play (Aegean Blue, 64 GB)",9499.0,4.3,167301.0,https://rukminim1.flixcart.com/image/312/312/knm2s280/mobile/8/r/c/hot-10-play-x688b-infinix-original-imag29hftfmjywkv.jpeg?q=70,/infinix-hot-10-play-aegean-blue-64-gb/p/itm1f660c8716944?pid=MOBGFG7URKYYCXUS&lid=LSTMOBGFG7URKYYCXUSZ1U485&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_61&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBGFG7URKYYCXUS.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"11,766"
31,Infinix hot 10,Flipkart,"Infinix Hot 10 Play (7° Purple, 64 GB)",9499.0,4.3,167301.0,https://rukminim1.flixcart.com/image/312/312/knm2s280/mobile/c/n/a/hot-10-play-x688b-infinix-original-imag29hfg6vspbuz.jpeg?q=70,/infinix-hot-10-play-7-purple-64-gb/p/itm1f660c8716944?pid=MOBGFG7UWVKZUXS2&lid=LSTMOBGFG7UWVKZUXS2FKCMKJ&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_56&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBGFG7UWVKZUXS2.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"11,766"
30,Infinix hot 10,Flipkart,"Infinix Hot 10 Play (Morandi Green, 64 GB)",9499.0,4.3,167301.0,https://rukminim1.flixcart.com/image/312/312/knm2s280/mobile/v/l/u/hot-10-play-x688b-infinix-original-imag29hfaedkgdfe.jpeg?q=70,/infinix-hot-10-play-morandi-green-64-gb/p/itm1f660c8716944?pid=MOBGFG7U8PDJFFTJ&lid=LSTMOBGFG7U8PDJFFTJZ0FABZ&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_55&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBGFG7U8PDJFFTJ.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"11,766"
9,Infinix hot 10,Flipkart,"Infinix HOT 12 Play (Horizon Blue, 64 GB)",8999.0,4.3,116401.0,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/j/o/x/-original-imagehxy5hzshkdv.jpeg?q=70,/infinix-hot-12-play-horizon-blue-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYCFZA7BRB&lid=LSTMOBGE2KYCFZA7BRBUNTJVL&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_34&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGE2KYCFZA7BRB.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"8,432"
53,Infinix hot 10,Flipkart,"Infinix Hot 8 (Shark Grey, 64 GB)",8999.0,4.5,260250.0,https://rukminim1.flixcart.com/image/312/312/k2jbyq80/mobile/a/g/c/infinix-hot-8-x650c-original-imafhv7tzfvzddpp.jpeg?q=70,/infinix-hot-8-shark-grey-64-gb/p/itm176568dde7f63?pid=MOBFJJJVUFPVBAGC&lid=LSTMOBFJJJVUFPVBAGC5GJHX2&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_4_78&otracker=search&fm=organic&iid=bca98cb9-3fe2-4d42-8687-f365dbbdeac7.MOBFJJJVUFPVBAGC.SEARCH&ppt=None&ppn=None&ssid=d4eq6uvbdc0000001684913022343&qH=61826dc846cb4ab4,"35,482"
8,Infinix hot 10,Flipkart,"Infinix HOT 12 Play (Racing Black, 64 GB)",8999.0,4.3,116401.0,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/y/f/b/-original-imageg2qrjbhfqyb.jpeg?q=70,/infinix-hot-12-play-racing-black-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYNTFHTXUW&lid=LSTMOBGE2KYNTFHTXUWDFJ0XM&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_33&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGE2KYNTFHTXUW.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"8,432"
7,Infinix hot 10,Flipkart,"Infinix HOT 12 Play (Daylight Green, 64 GB)",8999.0,4.3,116401.0,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/c/q/t/-original-imageg2rjgezh6yf.jpeg?q=70,/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KY6JUTSNCP&lid=LSTMOBGE2KY6JUTSNCPGWOMYY&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_32&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGE2KY6JUTSNCP.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"8,432"
26,Infinix hot 10,Flipkart,"Infinix Hot 8 (Quetzal Cyan, 64 GB)",8999.0,4.5,260250.0,https://rukminim1.flixcart.com/image/312/312/k0463rk0/mobile/e/3/p/infinix-hot-8-x650c-original-imafjz7tmamr9rje.jpeg?q=70,/infinix-hot-8-quetzal-cyan-64-gb/p/itm176568dde7f63?pid=MOBFJJJVH6QYNE3P&lid=LSTMOBFJJJVH6QYNE3PL86ZA6&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_51&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBFJJJVH6QYNE3P.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"35,482"
46,Infinix hot 10,Flipkart,"Infinix HOT 12 Play (Champagne Gold, 64 GB)",8999.0,4.3,116401.0,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/x/v/b/-original-imagehxyyrzqtkmh.jpeg?q=70,/infinix-hot-12-play-champagne-gold-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYE4DA7ZPF&lid=LSTMOBGE2KYE4DA7ZPFIXECD0&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_71&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBGE2KYE4DA7ZPF.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"8,432"
45,Infinix hot 10,Flipkart,"Infinix Hot 11S (7° Purple, 128 GB)",8999.0,4.3,50301.0,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/m/z/v/hot-11s-x6812-64-4-infinix-original-imag6xq7mmztsttp.jpeg?q=70,/infinix-hot-11s-7-purple-128-gb/p/itm89f2c3f6ece7e?pid=MOBGBHTSBAVHJYYF&lid=LSTMOBGBHTSBAVHJYYF5OX4MQ&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_70&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBGBHTSBAVHJYYF.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"5,311"
44,Infinix hot 10,Flipkart,"Infinix Hot 11S (Silver Wave, 128 GB)",8999.0,4.3,50301.0,https://rukminim1.flixcart.com/image/312/312/kyag87k0/mobile/y/j/o/-original-imagajyzdzjfukft.jpeg?q=70,/infinix-hot-11s-silver-wave-128-gb/p/itm89f2c3f6ece7e?pid=MOBGAJW6K3YW92NY&lid=LSTMOBGAJW6K3YW92NYPFPNTJ&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_69&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBGAJW6K3YW92NY.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"5,311"
1,Infinix hot 10,Flipkart,"Infinix Hot 12 (Polar Black, 64 GB)",8499.0,4.2,26000.0,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/9/3/-original-imagh4bbs7q2gabh.jpeg?q=70,/infinix-hot-12-polar-black-64-gb/p/itm2dedd3ceae379?pid=MOBGHY3ZTUWT8PAS&lid=LSTMOBGHY3ZTUWT8PASHB6DYH&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_26&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGHY3ZTUWT8PAS.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"1,774"
3,Infinix hot 10,Flipkart,"Infinix Hot 12 (Turquoise Cyan, 64 GB)",8499.0,4.2,26000.0,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/v/c/-original-imagh4bbtgkz4xxg.jpeg?q=70,/infinix-hot-12-turquoise-cyan-64-gb/p/itm2dedd3ceae379?pid=MOBGHY3Z6GKFAFJM&lid=LSTMOBGHY3Z6GKFAFJMPS2JBW&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_28&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGHY3Z6GKFAFJM.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"1,774"
2,Infinix hot 10,Flipkart,"Infinix Hot 12 (Exploratory Blue, 64 GB)",8499.0,4.2,26000.0,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/q/d/-original-imagh4bbvnrhc754.jpeg?q=70,/infinix-hot-12-exploratory-blue-64-gb/p/itm2dedd3ceae379?pid=MOBGHY3ZZNPU26HB&lid=LSTMOBGHY3ZZNPU26HBXFOZSZ&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_27&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGHY3ZZNPU26HB.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"1,774"
0,Infinix hot 10,Flipkart,"Infinix Hot 12 (7° Purple, 64 GB)",8499.0,4.2,26000.0,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/9/z/-original-imagh4bbndqmytqg.jpeg?q=70,/infinix-hot-12-7-purple-64-gb/p/itm2dedd3ceae379?pid=MOBGHY3ZGCPGJHQZ&lid=LSTMOBGHY3ZGCPGJHQZEDNIE6&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_2_25&otracker=search&fm=organic&iid=815df493-7284-4a01-9a92-b1d6c6b92d42.MOBGHY3ZGCPGJHQZ.SEARCH&ppt=None&ppn=None&ssid=jt7uzxd85s0000001684913022377&qH=61826dc846cb4ab4,"1,774"
35,Infinix hot 10,Flipkart,"Infinix Hot 10 Play (Obsidian Black, 32 GB)",8299.0,4.3,27233.0,https://rukminim1.flixcart.com/image/312/312/knm2s280/mobile/j/x/c/hot-10-play-x688b-infinix-original-imag29gxqzuxkmnk.jpeg?q=70,/infinix-hot-10-play-obsidian-black-32-gb/p/itm1f660c8716944?pid=MOBG4ZY7ZHFZVZFG&lid=LSTMOBG4ZY7ZHFZVZFGZW8BRS&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_60&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBG4ZY7ZHFZVZFG.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"2,032"
34,Infinix hot 10,Flipkart,"Infinix Hot 10 Play (Aegean Blue, 32 GB)",8299.0,4.3,27233.0,https://rukminim1.flixcart.com/image/312/312/knm2s280/mobile/8/r/c/hot-10-play-x688b-infinix-original-imag29hftfmjywkv.jpeg?q=70,/infinix-hot-10-play-aegean-blue-32-gb/p/itm1f660c8716944?pid=MOBG4ZY7SH3EZYZZ&lid=LSTMOBG4ZY7SH3EZYZZWYFD17&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_59&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBG4ZY7SH3EZYZZ.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"2,032"
33,Infinix hot 10,Flipkart,"Infinix Hot 10 Play (Morandi Green, 32 GB)",8299.0,4.3,27233.0,https://rukminim1.flixcart.com/image/312/312/knm2s280/mobile/v/l/u/hot-10-play-x688b-infinix-original-imag29hfaedkgdfe.jpeg?q=70,/infinix-hot-10-play-morandi-green-32-gb/p/itm1f660c8716944?pid=MOBG4ZY7HG7CKSM4&lid=LSTMOBG4ZY7HG7CKSM4V9S3BW&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_58&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBG4ZY7HG7CKSM4.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"2,032"
32,Infinix hot 10,Flipkart,"Infinix Hot 10 Play (7° Purple, 32 GB)",8299.0,4.3,27233.0,https://rukminim1.flixcart.com/image/312/312/knm2s280/mobile/c/n/a/hot-10-play-x688b-infinix-original-imag29hfg6vspbuz.jpeg?q=70,/infinix-hot-10-play-7-purple-32-gb/p/itm1f660c8716944?pid=MOBG4ZY7ADYFEJ3H&lid=LSTMOBG4ZY7ADYFEJ3HZ0AJER&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_3_57&otracker=search&fm=organic&iid=045c1568-62f0-499d-96c2-5de05afe90f5.MOBG4ZY7ADYFEJ3H.SEARCH&ppt=None&ppn=None&ssid=rsnd6jjd400000001684913022382&qH=61826dc846cb4ab4,"2,032"
50,Infinix hot 10,Flipkart,"Infinix Hot 4 Pro (Magic Gold, 16 GB)",7499.0,4.0,59814.0,https://rukminim1.flixcart.com/image/312/312/j5shoy80/mobile/c/q/a/infinix-hot-4-pro-x5511-b-original-imaeweh8ggzwhnkk.jpeg?q=70,/infinix-hot-4-pro-magic-gold-16-gb/p/itmeuyd9kzvzmyx6?pid=MOBEUF42PGDRYCQA&lid=LSTMOBEUF42PGDRYCQAXSRZKD&marketplace=FLIPKART&q=Infinix+hot+10&store=tyy%2F4io&srno=s_4_75&otracker=search&fm=organic&iid=bca98cb9-3fe2-4d42-8687-f365dbbdeac7.MOBEUF42PGDRYCQA.SEARCH&ppt=None&ppn=None&ssid=d4eq6uvbdc0000001684913022343&qH=61826dc846cb4ab4,"13,192"
